Name,TitleID,Version,Size,Product Code,Region
Block-a-Pix Colour,00040000001D2C00,N/A,12.32 MB [99 blocks],Lightwood Games,Europe/Australia
Rainbow Snake,00040000001D3800,N/A,23.31 MB [186 blocks],Vadim Gafton,Europe/Australia
Zeus Quests Remastered Anagenissis of Gaia,000400000F70DC00,N/A,170.65 MB [1365 blocks],Crazysoft,Europe/Australia
Dodge Club Pocket,00040000001B5200,N/A,46.65 MB [373 blocks],JAMES MONTAGNA,Europe/Australia
Detective Pikachu™ Special Demo,00040000001D2900,N/A,219.85 MB [1759 blocks],The Pokémon Company,Europe/Australia
WAKU WAKU SWEETS: Happy Sweets Making,00040000001D0400,N/A,28.24 MB [226 blocks],Sonic Powered,Europe/Australia
Detective Pikachu™,00040000001C1E00,N/A,1.72 GB [14073 blocks],The Pokémon Company,Europe/Australia
Witch & Hero 3,00040000001D1D00,N/A,34.19 MB [274 blocks],CIRCLE Ent.,Europe/Australia
Anime Workshop,00040000001BF200,N/A,108.01 MB [864 blocks],Collavier,Europe/Australia
BRICK THRU,000400000F710300,N/A,26.85 MB [215 blocks],RCMADIAX,Europe/Australia
SteamWorld Dig 2,00040000001BBF00,N/A,162.62 MB [1301 blocks],Image & Form,Europe/Australia
RTO 2,000400000F70FC00,N/A,115.81 MB [926 blocks],nuGAME,Europe/Australia
Radiant Historia: Perfect Chronology,00040000001CD900,N/A,1003.48 MB [8028 blocks],Deep Silver,Europe/Australia
Machine Knight,00040000001CE800,N/A,97.52 MB [780 blocks],KEMCO,Europe/Australia
Fat Dragons,00040000001D0300,N/A,31.46 MB [252 blocks],Nostatic Software,Europe/Australia
ZIG ZAG GO,000400000F710400,N/A,27.18 MB [217 blocks],RCMADIAX,Europe/Australia
Pokémon™ Crystal Version,4000000172800,N/A,11.12 MB [89 blocks],Nintendo,Europe/Australia
Pokémon™ Version Cristal,4.00E+09,N/A,11.12 MB [89 blocks],Nintendo,Europe/Australia
Pokémon™ - Kristall-Edition,0004000000172B00,N/A,10.22 MB [82 blocks],Nintendo,Europe/Australia
Pokémon Versione Cristallo,4000000173400,N/A,10.22 MB [82 blocks],Nintendo,Europe/Australia
Pokémon™ Edición Cristal,4000000173100,N/A,11.12 MB [89 blocks],Nintendo,Europe/Australia
Raining Coins,000400000F70DB00,N/A,81.78 MB [654 blocks],Crazysoft,Europe/Australia
PICROSS e8,00040000001CE000,N/A,26.24 MB [210 blocks],JUPITER,Europe/Australia
Link-a-Pix Colour,00040000001D0E00,N/A,13.36 MB [107 blocks],Lightwood Games,Europe/Australia
Mario Party™: The Top 100,00040000001C4D00,N/A,262.77 MB [2102 blocks],Nintendo,Europe/Australia
Mom Hid My Game!,000400000F70E100,N/A,74.58 MB [597 blocks],KEMCO,Europe/Australia
Battleminerz,00040000001C9D00,N/A,107.93 MB [863 blocks],Wobbly Tooth,Europe/Australia
The Legend of Dark Witch 3,00040000001CD500,N/A,256.04 MB [2048 blocks],CIRCLE Ent.,Europe/Australia
BLOK DROP CHAOS,000400000F70F800,N/A,42.58 MB [341 blocks],RCMADIAX,Europe/Australia
Pokémon™ Ultra Sun: Update,0004000E001B5000,2080,66.87 MB [535 blocks],The Pokémon Company,Europe/Australia
Pokémon™ Ultra Moon: Update,0004000E001B5100,2080,66.87 MB [535 blocks],The Pokémon Company,Europe/Australia
Kirby™ Battle Royale: Update,0004000E001C2100,5184,122.73 MB [982 blocks],Nintendo,Europe/Australia
Layton's Mystery Journey™: Update,0004000E001CA800,1040,32.42 MB [259 blocks],LEVEL-5,Europe/Australia
Squareboy vs Bullies: Arena Edition,00040000001C5500,N/A,13.95 MB [112 blocks],Ratalaika Games,Europe/Australia
Japanese Rail Sim 3D Travel of Steam,00040000001CBF00,N/A,994.72 MB [7958 blocks],Sonic Powered,Europe/Australia
Christmas Night Archery,000400000F70F700,N/A,51.64 MB [413 blocks],Petite Games,Europe/Australia
80'S OVERDRIVE,000400000018FF00,N/A,42.85 MB [343 blocks],Insane Code,Europe/Australia
"Nintendo presents:
New Style Boutique™ 3",00040000001C2600,N/A,779.17 MB [6233 blocks],Nintendo,Europe/Australia
Apollo Justice: Ace Attorney,00040000001BBD00,N/A,341.55 MB [2732 blocks],CAPCOM Europe,Europe/Australia
River City: Rival Showdown,00040000001CD000,N/A,192.59 MB [1541 blocks],Natsume Inc.,Europe/Australia
Pokémon™ Ultra Sun,00040000001B5000,N/A,3.44 GB [28195 blocks],The Pokémon Company,Europe/Australia
Pokémon™ Ultra Moon,00040000001B5100,N/A,3.45 GB [28292 blocks],The Pokémon Company,Europe/Australia
RTO,000400000F70D700,N/A,67.47 MB [540 blocks],nuGAME,Europe/Australia
Bonds of the Skies,00040000001CC800,N/A,79.5 MB [636 blocks],KEMCO,Europe/Australia
Hiding Out,00040000001CD300,1040,2.51 MB [20 blocks],Green Lightning,Europe/Australia
Kirby™ Battle Royale,00040000001C2100,N/A,212.35 MB [1699 blocks],Nintendo,Europe/Australia
Phil's Epic Fill-a-Pix Adventure,00040000001CCB00,N/A,12.34 MB [99 blocks],Lightwood Games,Europe/Australia
GALAXY BLASTER CODE RED,000400000F70D100,N/A,52.44 MB [420 blocks],RCMADIAX,Europe/Australia
Frutakia 2,000400000F70D900,N/A,40.94 MB [327 blocks],Crazysoft,Europe/Australia
Creeping Terror,00040000001CB300,N/A,292.85 MB [2343 blocks],Aksys Games,Europe/Australia
Worcle Worlds,4000000187300,N/A,40.16 MB [321 blocks],Lightwood Games,Europe/Australia
Halloween Night Archery,000400000F70F500,N/A,54.87 MB [439 blocks],Petite Games,Europe/Australia
Fire Emblem Warriors™,000400000F70CD00,N/A,1.82 GB [14915 blocks],Nintendo,Europe/Australia
Fire Emblem Warriors™: Update,0004000E0F70CD00,6256,95.18 MB [761 blocks],Nintendo,Europe/Australia
Kirby Battle Royale Demo,00040000001CAC00,N/A,139.32 MB [1115 blocks],Nintendo,Europe/Australia
Etrian Odyssey V: Beyond the Myth,00040000001C5300,N/A,544.82 MB [4359 blocks],Deep Silver,Europe/Australia
Story of Seasons: Trio of Towns,00040000001B5500,N/A,643.69 MB [5150 blocks],Nintendo,Europe/Australia
Physical Contact: SPEED,000400000F70E800,N/A,75.52 MB [604 blocks],Collavier,Europe/Australia
Physical contact: 2048,000400000F70EC00,N/A,90.25 MB [722 blocks],Collavier,Europe/Australia
Physical Contact: Picture Place,000400000F70ED00,N/A,106.79 MB [854 blocks],Collavier,Europe/Australia
Layton's Mystery Journey™,00040000001CA800,N/A,1.12 GB [9206 blocks],LEVEL-5,Europe/Australia
Mario & Luigi™: Superstar Saga + Bowser's Minions,00040000001B9000,N/A,585.46 MB [4684 blocks],Nintendo,Europe/Australia
Culdcept Revolt,00040000001BCA00,N/A,423.6 MB [3389 blocks],NIS America,Europe/Australia
Symphony of Eternity,00040000001B7A00,N/A,81.84 MB [655 blocks],KEMCO,Europe/Australia
YO-KAI WATCH® 2: Psychic Specters,00040000001B2900,N/A,3.59 GB [29414 blocks],Nintendo,Europe/Australia
Pokémon™ Gold Version,4000000172600,N/A,10.92 MB [87 blocks],Nintendo,Europe/Australia
Pokémon™ Silver Version,4000000172700,N/A,10.92 MB [87 blocks],Nintendo,Europe/Australia
Pokémon™ Edición Oro,0004000000172F00,N/A,10.91 MB [87 blocks],Nintendo,Europe/Australia
Pokémon™ Edición Plata,4000000173000,N/A,10.92 MB [87 blocks],Nintendo,Europe/Australia
Pokémon™ Silberne Edition,0004000000172A00,N/A,10.03 MB [80 blocks],Nintendo,Europe/Australia
Pokémon™ Version Argent,0004000000172D00,N/A,10.91 MB [87 blocks],Nintendo,Europe/Australia
Pokémon™ Versione Argento,4000000173300,N/A,10.03 MB [80 blocks],Nintendo,Europe/Australia
Pokémon™ Goldene Edition,4000000172900,N/A,10.03 MB [80 blocks],Nintendo,Europe/Australia
Pokémon™ Version Or,0004000000172C00,N/A,10.92 MB [87 blocks],Nintendo,Europe/Australia
Pokémon™ Versione Oro,4000000173200,N/A,10.03 MB [80 blocks],Nintendo,Europe/Australia
GUIDE THE GHOST,000400000F70D200,N/A,32.2 MB [258 blocks],RCMADIAX,Europe/Australia
36 Fragments of Midnight,000400000F70F000,N/A,32.97 MB [264 blocks],Petite Games,Europe/Australia
Metroid™: Samus Returns,00040000001BFB00,N/A,681.99 MB [5456 blocks],Nintendo,Europe/Australia
Monster Hunter Stories™,00040000001BC600,N/A,1.8 GB [14748 blocks],Nintendo,Europe/Australia
Crystareino,00040000001C6500,N/A,64.28 MB [514 blocks],KEMCO,Europe/Australia
Parascientific Escape Crossing at the Farthest Horizon,00040000001C7E00,N/A,123.91 MB [991 blocks],CIRCLE Ent.,Europe/Australia
Pokémon™ Super Mystery Dungeon: Update,0004000E00174400,1040,32.15 MB [257 blocks],Nintendo,Europe/Australia
SmileBASIC,00040000001A1C00,N/A,10.89 MB [87 blocks],SmileBoom,Europe/Australia
Chicken Wiggle,00040000001AD700,N/A,32.47 MB [260 blocks],Atooi,Europe/Australia
Little Adventure on the Prairie,00040000001C9F00,N/A,62.94 MB [504 blocks],Infinite Madaa,Europe/Australia
VoxelMaker,00040000001C8300,N/A,27.69 MB [221 blocks],Nostatic Software,Europe/Australia
Monster Hunter Stories™ Demo,00040000001CB900,N/A,530.98 MB [4248 blocks],Nintendo,Europe/Australia
Devilish Brain Training™ Can you stay focused?,00040000000B3D00,N/A,737.11 MB [5897 blocks],Nintendo,Europe/Australia
Miitopia™,00040000001B4F00,N/A,865.35 MB [6923 blocks],Nintendo,Europe/Australia
Hey! Pikmin™,00040000001AF800,N/A,403.44 MB [3228 blocks],Nintendo,Europe/Australia
SWIPE,000400000F70C300,N/A,68.51 MB [548 blocks],RCMADIAX,Europe/Australia
Kid Tripp,00040000001C8200,N/A,9.58 MB [77 blocks],Four Horses,Europe/Australia
MIGHTY GUNVOLT BURST: Update,0004000E001C7600,4160,14.53 MB [116 blocks],Inti Creates,Europe/Australia
Infinite Golf,000400000F70B600,N/A,29.82 MB [239 blocks],Petite Games,Europe/Australia
Miitopia™: Casting Call,00040000001B8D00,N/A,85.16 MB [681 blocks],Nintendo,Europe/Australia
Cursed Castilla,00040000001BF100,N/A,120.44 MB [963 blocks],Abylight,Europe/Australia
Asdivine Cross,00040000001C4000,N/A,70.16 MB [561 blocks],KEMCO,Europe/Australia
Mysterious Stars 3D: A Fairy Tale: Update,0004000E001C3E00,1040,782.3 KB [6 blocks],Collavier,Europe/Australia
Kirby's™ Blowout Blast,0004000000196F00,N/A,93.46 MB [748 blocks],Nintendo,Europe/Australia
I am an air traffic controller AIRPORT HERO OSAKA-KIX,00040000001C1F00,N/A,68.01 MB [544 blocks],Sonic Powered,Europe/Australia
TABLE TENNIS INFINITY,000400000F70C500,N/A,70.63 MB [565 blocks],RCMADIAX,Europe/Australia
Alchemic Dungeons,00040000001C6400,N/A,105.67 MB [845 blocks],CIRCLE Ent.,Europe/Australia
MIGHTY GUNVOLT BURST,00040000001C7600,N/A,13.09 MB [105 blocks],Inti Creates,Europe/Australia
Ever Oasis™,00040000001A4900,N/A,856.17 MB [6849 blocks],Nintendo,Europe/Australia
Ever Oasis™: Update,0004000E001A4900,1040,16.15 MB [129 blocks],Nintendo,Europe/Australia
RPG Maker Fes,00040000001B9D00,N/A,124.09 MB [993 blocks],NIS America,Europe/Australia
RPG Maker Player,00040000001BAE00,N/A,115.55 MB [924 blocks],NIS America,Europe/Australia
RPG Maker Fes: Update,0004000E001B9D00,2096,9.74 MB [78 blocks],NIS America,Europe/Australia
Fire Emblem™ Echoes: Shadows of Valentia: Update,0004000E001B4100,1056,2.95 MB [24 blocks],Nintendo,Europe/Australia
Runbow Pocket,000400000F708D00,N/A,271.46 MB [2172 blocks],13AM Games,Europe/Australia
River City: Knights of Justice,00040000001BE300,N/A,81.71 MB [654 blocks],Natsume Inc.,Europe/Australia
Elliot Quest: Update,0004000E001AD900,4240,3.77 MB [30 blocks],PlayEveryWare,Europe/Australia
I am an air traffic controller AIRPORT HERO HAWAII,00040000001BF700,N/A,108.97 MB [872 blocks],Sonic Powered,Europe/Australia
Of Mice And Sand,00040000001C1700,N/A,51.28 MB [410 blocks],CIRCLE Ent.,Europe/Australia
Mysterious Stars 3D: A Fairy Tale,00040000001C3E00,N/A,115.0 MB [920 blocks],Collavier,Europe/Australia
Farming Simulator 18,00040000001B7500,N/A,81.94 MB [655 blocks],GIANTS Software,Europe/Australia
YO-KAI WATCH® 2: Fleshy Souls: Update,0004000E0019AC00,3104,569.72 MB [4558 blocks],Nintendo,Europe/Australia
YO-KAI WATCH® 2: Bony Spirits: Update,0004000E0019AB00,3104,569.71 MB [4558 blocks],Nintendo,Europe/Australia
Harvest Moon: Skytree Village,00040000001A6900,N/A,90.51 MB [724 blocks],Rising Star Games,Europe/Australia
Drone Fight,00040000001BCB00,N/A,106.55 MB [852 blocks],CIRCLE Ent.,Europe/Australia
Mysterious Stars 3D: Road To Idol,00040000001C3D00,N/A,157.56 MB [1260 blocks],Collavier,Europe/Australia
Mononoke Forest,00040000001C0300,N/A,156.91 MB [1255 blocks],GAMEDO,Europe/Australia
Cooking Mama: Sweet Shop,00040000001B9500,N/A,173.72 MB [1390 blocks],Rising Star Games,Europe/Australia
Drancia Saga,00040000001AF900,N/A,33.69 MB [269 blocks],CIRCLE Ent.,Europe/Australia
I am an air traffic controller AIRPORT HERO NARITA,00040000001BFA00,N/A,88.41 MB [707 blocks],Sonic Powered,Europe/Australia
Fire Emblem™ Echoes: Shadows of Valentia,00040000001B4100,N/A,1.56 GB [12811 blocks],Nintendo,Europe/Australia
Elliot Quest,00040000001AD900,N/A,90.85 MB [727 blocks],PlayEveryWare,Europe/Australia
Pixel Hunter,000400000F709F00,N/A,95.57 MB [765 blocks],Lemondo Games,Europe/Australia
Blaster Master Zero: Update,0004000E001BC300,4192,105.57 MB [845 blocks],Inti Creates,Europe/Australia
Go! Go! Kokopolo 3D: Update Ver. 1.1,0004000E001BB700,1040,610.3 KB [5 blocks],CIRCLE Ent.,Europe/Australia
Ascent of Kings,000400000F70BF00,N/A,33.55 MB [268 blocks],Nostatic Software,Europe/Australia
Team Kirby Clash Deluxe™,00040000001AB900,1040,127.4 MB [1019 blocks],Nintendo,Europe/Australia
YO-KAI WATCH® 2: Bony Spirits,000400000019AB00,N/A,2.98 GB [24432 blocks],Nintendo,Europe/Australia
YO-KAI WATCH® 2: Fleshy Souls,000400000019AC00,N/A,2.98 GB [24430 blocks],Nintendo,Europe/Australia
Dragon Sinker,00040000001B7B00,N/A,40.39 MB [323 blocks],KEMCO,Europe/Australia
Urban Trial Freestyle 2,00040000001A4600,N/A,153.33 MB [1227 blocks],Tate Multimedia,Europe/Australia
Pic-a-Pix Colour,00040000001B7400,N/A,16.15 MB [129 blocks],Lightwood Games,Europe/Australia
Go! Go! Kokopolo 3D,00040000001BB700,N/A,240.08 MB [1921 blocks],CIRCLE Ent.,Europe/Australia
FIFTEEN,000400000F70B000,N/A,81.35 MB [651 blocks],RCMADIAX,Europe/Australia
Super Destronaut 3D,000400000F70A700,N/A,30.08 MB [241 blocks],Petite Games,Europe/Australia
Sudoku Party,00040000001B1F00,N/A,11.97 MB [96 blocks],Lightwood Games,Europe/Australia
SubaraCity,00040000001A7200,N/A,40.15 MB [321 blocks],CIRCLE Ent.,Europe/Australia
BYE-BYE BOXBOY!™,00040000001B5400,N/A,158.08 MB [1265 blocks],Nintendo,Europe/Australia
Urban Trial Freestyle 2: Update,0004000E001A4600,1040,67.56 MB [540 blocks],Tate Multimedia,Europe/Australia
6180 the moon,000400000F70A200,N/A,63.99 MB [512 blocks],Turtle Cream,Europe/Australia
Kung Fu FIGHT!,00040000001BE200,N/A,32.58 MB [261 blocks],Nostatic Software,Europe/Australia
FOUR BOMBS,000400000F70AD00,N/A,33.66 MB [269 blocks],RCMADIAX,Europe/Australia
DON'T CRASH GO,000400000F70AC00,N/A,43.95 MB [352 blocks],RCMADIAX,Europe/Australia
Frontier Days Founding Pioneers,00040000001B7C00,N/A,62.83 MB [503 blocks],CIRCLE Ent.,Europe/Australia
Mario Sports Superstars,0004000000188D00,N/A,823.58 MB [6589 blocks],Nintendo,Europe/Australia
PINK DOT BLUE DOT,000400000F70A400,N/A,31.07 MB [249 blocks],RCMADIAX,Europe/Australia
Blaster Master Zero,00040000001BC300,N/A,198.85 MB [1591 blocks],Inti Creates,Europe/Australia
Mini Sports Collection,00040000001B6B00,N/A,66.53 MB [532 blocks],Rainy Frog,Europe/Australia
YO-KAI WATCH™ 2: Special Demo,00040000001B7100,N/A,429.98 MB [3440 blocks],Nintendo,Europe/Australia
Brave Dungeon,00040000001B9B00,N/A,204.48 MB [1636 blocks],INSIDE SYSTEM,Europe/Australia
Parascientific Escape - Gear Detective,00040000001B2B00,1040,113.91 MB [911 blocks],CIRCLE Ent.,Europe/Australia
Dragon Ball Fusions: Update,0004000E001AAA00,1040,73.8 MB [590 blocks],BANDAI NAMCO Entertainment,Europe/Australia
Tank Troopers,000400000017CD00,N/A,162.52 MB [1300 blocks],Nintendo,Europe/Australia
Plantera,00040000001A8700,N/A,14.56 MB [116 blocks],Ratalaika Games,Europe/Australia
Azure Striker Gunvolt: The Anime,00040000001B9400,N/A,289.59 MB [2317 blocks],Inti Creates,Europe/Australia
Hit Ninja,000400000F70A000,N/A,32.15 MB [257 blocks],Petite Games,Europe/Australia
Poochy & Yoshi's™ Woolly World,00040000001A4200,N/A,976.75 MB [7814 blocks],Nintendo,Europe/Australia
Lifespeed,000400000F706A00,N/A,249.96 MB [2000 blocks],Nami Tentou,Europe/Australia
Punch Club,00040000001A9900,N/A,134.1 MB [1073 blocks],tinyBuild Games,Europe/Australia
Legna Tactica,00040000001A8800,N/A,95.99 MB [768 blocks],KEMCO,Europe/Australia
Mini Golf Resort,000400000017FF00,N/A,145.13 MB [1161 blocks],Teyon,Europe/Australia
Castlevania® Dracula X,000400000F707D00,N/A,6.47 MB [52 blocks],KONAMI,Europe/Australia
"Candy, Please!",00040000001B7300,N/A,31.94 MB [255 blocks],Nostatic Software,Europe/Australia
Butterfly Inchworm Animation II,00040000001B4400,2080,8.94 MB [72 blocks],Flat Black Films,Europe/Australia
Word Search 10K,00040000001B1E00,N/A,4.8 MB [38 blocks],Lightwood Games,Europe/Australia
Dragon Quest® VIII: Journey of the Cursed King,000400000018F200,N/A,2.98 GB [24412 blocks],Nintendo,Europe/Australia
COLOR CUBES,000400000F709D00,N/A,40.13 MB [321 blocks],RCMADIAX,Europe/Australia
Gourmet Dream,0004000000192C00,N/A,39.08 MB [313 blocks],CIRCLE Ent.,Europe/Australia
Shift DX,4000000198900,N/A,38.85 MB [311 blocks],Choice Provisions,Europe/Australia
Mercenaries Saga 3,00040000001B1A00,N/A,164.26 MB [1314 blocks],CIRCLE Ent.,Europe/Australia
